"";"treeID";"stemID";"dbh";"genus";"species";"Family";"WD";"agb_species";"agb_genus";"agb_chave2014";"agb_chave2005";"agb_brown1997"
"54";4967;4967;59,19000244;"Quercus";"rubra";"Fagaceae";0,56;2800,21551097772;2988,93042147921;777,416409240198;3730,06739479279;2573,78798878458
"55";5996;5996;2,379999924;"Quercus";"rubra";"Fagaceae";0,56;2,33246800200467;3,0634662500742;0,203189779120874;0,924067115845977;0,757746764494104
"56";4866;4866;23,28000031;"Quercus";"rubra";"Fagaceae";0,56;357,29233654795;405,044592610269;78,143119966408;349,588598171066;242,801501567352
"57";3757;3757;56,39000244;"Quercus";"rubra";"Fagaceae";0,56;2516,26009619911;2694,25160074714;691,34613970911;3314,05507557239;2276,8046579549
"58";6176;6176;83,5;"Quercus";"rubra";"Fagaceae";0,56;5982,85003372669;6245,80055771972;1777,37126336993;8469,35616225459;6146,83007285282
"59";4961;4961;5,909999847;"Quercus";"rubra";"Fagaceae";0,56;17,3523139718578;21,4912578799726;2,31119111813741;9,32989000035414;7,56659906775148
"60";4868;4868;10,05;"Quercus";"rubra";"Fagaceae";0,56;55,9887077698623;67,0075795635787;9,22389498129125;37,8950020813402;28,9910910990787
"61";6076;6076;38,58999939;"Quercus";"rubra";"Fagaceae";0,56;1089,69534346549;1195,69054411475;273,907646621961;1287,30553729014;872,098615042677
"62";2623;2623;17;"Quercus";"rubra";"Fagaceae";0,56;178,557559741054;206,570803050063;35,391424528536;152,851874854064;109,602433142648
"63";6161;6161;11,3;"Quercus";"rubra";"Fagaceae";0,56;72,5157420844138;86,1330899984893;12,477112092852;51,734578524675;39,0007435011194
"64";4907;4907;49,97999878;"Quercus";"rubra";"Fagaceae";0,56;1928,09521779279;2080,62224422989;515,703044717382;2462,17533145157;1677,79507251372
"65";3677;3677;38,92000122;"Quercus";"rubra";"Fagaceae";0,56;1110,36160321438;1217,69765800615;279,701073996245;1315,39014107551;891,09031354039
"66";6162;6162;50,62000122;"Quercus";"rubra";"Fagaceae";0,56;1982,99085920667;2138,10408873481;531,924282659105;2540,97894268715;1732,68440735898
"67";6041;6041;9,659999847;"Quercus";"rubra";"Fagaceae";0,56;51,3068292621412;61,5613299026767;8,32711932653823;34,1164665853838;26,2286861740279
"68";3828;32656;1,039999962;"Quercus";"rubra";"Fagaceae";0,56;0,375428570564729;0,520150175552472;0,0207970929588225;0,136114919044323;0,0932993746099792
"69";3735;3735;40,02999878;"Quercus";"rubra";"Fagaceae";0,56;1181,43630387676;1293,29372099502;299,704173760516;1412,41591998113;956,797284040666
"70";6142;32955;2,370000076;"Quercus";"rubra";"Fagaceae";0,56;2,31090000000682;3,03596366956729;0,200880028582563;0,91461059062068;0,749717718722521
"71";4873;4873;12,29000015;"Quercus";"rubra";"Fagaceae";0,56;87,2783293872017;103,107499347228;15,4798600319747;64,6640392812518;48,2337137305637
"72";4864;4864;11,13000031;"Quercus";"rubra";"Fagaceae";0,56;70,1305320856336;83,3815056650832;11,9999694854474;49,6929365078782;37,5333406755631
"73";6031;6031;25,82999878;"Quercus";"rubra";"Fagaceae";0,56;449,389174721733;506,044178830958;101,333505638876;458,517438242878;315,834174148899
"74";6142;6142;3,720000076;"Quercus";"rubra";"Fagaceae";0,56;6,24852645831909;7,9736459799657;0,676930116956588;2,81962381790758;2,34562231556067
"75";3828;3828;1,469999981;"Quercus";"rubra";"Fagaceae";0,56;0,805583063347821;1,09147253482016;0,0543377504875487;0,294593945165716;0,223922259159645
"76";6000;6000;21,83999939;"Quercus";"rubra";"Fagaceae";0,56;310,341677844862;353,271732007318;66,5802015093342;295,744642846442;206,582513781455
"77";4871;4871;5,790000153;"Quercus";"velutina";"Fagaceae";0,56;16,5409796400966;20,4108757095553;2,18970504511045;8,84236794580028;7,18391557108741
"78";5010;5010;48,71000061;"Quercus";"velutina";"Fagaceae";0,56;1813,75485315229;1958,54035481986;484,364458110094;2309,88040786662;1572,02086480223
"79";3782;3782;29,62000122;"Quercus";"velutina";"Fagaceae";0,56;605,484339666401;674,514192620187;142,4809170362;653,953682164593;446,575256891403
"80";6020;6020;12,18000031;"Quercus";"velutina";"Fagaceae";0,56;85,2885640893504;100,45176422653;15,1270657711212;63,1381550818964;47,1489571901594
"81";6160;6160;62,59000244;"Quercus";"velutina";"Fagaceae";0,56;3153,08685706092;3351,72383311154;889,750828933828;4271,30282213881;2964,43542637319
"82";6145;6145;48,15;"Quercus";"velutina";"Fagaceae";0,56;1768,08267502824;1910,60591821611;470,903072351105;2244,44603176882;1526,69766645102
"83";6139;6139;62,20999756;"Quercus";"velutina";"Fagaceae";0,56;3111,01913385516;3308,26787959065;876,765587324064;4208,84420214738;2919,11154587615
"84";6101;6101;16,18000031;"Quercus";"velutina";"Fagaceae";0,56;159,553466462732;184,606267118457;31,2208219670743;134,1111885474;96,7163936302537
